id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8059830,https://www.airbnb.com/rooms/8059830,20240629050152,2024-06-29,city scrape,2Br Harvard/Fresh Pond Lux Apt,"Take a walk around Fresh Pond Reservoir, exercise in Danehy Park, shop at Whole Foods and Trader Joe's. A mile and a half from Harvard with a private parking place, this apartment is a perfect base for your short term visit.","A stone's throw away, yet hidden from the bustle of Fresh Pond Parkway, this apartment is within walking distance of shops and restaurants, including Trader Joe's, Whole Foods, Chipotle, TJ Maxx, and a movie theater. Equally accessible to two of Cambridge's largest green spaces -- Fresh Pond Reservoir and Danehy Park. Close to public transportation (subway & bus) to take you anywhere around Cambridge and Boston. For the adventurous, ride along the Minuteman Bikeway from Alewife out to historic Lexington and Bedford.",https://a0.muscache.com/pictures/miso/Hosting-8059830/original/56bdb653-0857-420d-b832-7c65fc213257.jpeg,21631889,https://www.airbnb.com/users/show/21631889,Ling Yi,2014-09-22,"Cambridge, MA","Travelling is a passion of mine.   I love to experience new places, new foods and meet new people.   Having lived in Brazil, Japan, Thailand and many years here in the United States I appreciate diverse viewpoints and customs.    Getting helpful insight from friendly locals makes any stay so much richer.

For my day job, I develop multifamily housing.   I am interested in creating living solutions that allow residents to pursue their passions and interests while having a smaller environmental footprint.    To that end, I am involved in a startup that uses architectural robotics to create transformable spaces.

As a father of five, I am a family man.   I appreciate the challenges and joys of travelling with family.    My wife and I took our children down the Silk Road on a 3 week hand carry only trip.   Getting good local advice can be critical to making a stay pleasant and rewarding for every member of the family. ",within a few hours,100%,94%,t,https://a0.muscache.com/im/users/21631889/profile_pic/1411394562/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21631889/profile_pic/1411394562/original.jpg?aki_policy=profile_x_medium,Cambridge,12,30,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,West Cambridge,,42.38645,-71.14064,Entire rental unit,Entire home/apt,6,2.0,2 baths,2,2,"[""Fire extinguisher"", ""Extra pillows and blankets"", ""Hot water"", ""Cooking basics"", ""Smart lock"", ""Iron"", ""First aid kit"", ""Refrigerator"", ""Self check-in"", ""Coffee maker"", ""Ethernet connection"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Essentials"", ""Central air conditioning"", ""Free street parking"", ""Kitchen"", ""48 inch HDTV with Roku"", ""Hangers"", ""Hair dryer"", ""Bathtub"", ""Heating"", ""GE stainless steel gas stove"", ""Shampoo"", ""Wifi"", ""Long term stays allowed"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Oven"", ""Single level home"", ""Dedicated workspace"", ""Crib"", ""Exterior security cameras on property"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Dishes and silverware""]",$266.00,45,255,45,45,255,255,45.0,255.0,,t,0,3,4,60,2024-06-29,51,2,0,2015-10-05,2024-04-29,4.76,4.84,4.84,4.9,4.92,4.66,4.65,C0194080491,f,11,11,0,0,0.48
8064641,https://www.airbnb.com/rooms/8064641,20240629050152,2024-06-29,previous scrape,Spacious+ Clean 1BR | Work Desk | Kendall Square,"Design & sophistication in Kendall Square. Near MIT, innovative restaurants with all types of cuisine, shopping centers, and the proximity to the Kendall/MIT metro make this apartment your perfect HQ to explore Cambridge and Boston. Enjoy the panoramic views from your home, its spacious floor plan, the designer kitchen, and oversized windows and closets. This community near the Charles River offers a modern fitness center, concierge services, a Zen garden, a lush clubhouse, and a sundeck.","Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful",https://a0.muscache.com/pictures/prohost-api/Hosting-8064641/original/89df6fea-4760-4c07-b8f6-4b797c2224a1.jpeg,30283594,https://www.airbnb.com/users/show/30283594,Global Luxury Suites,2015-03-30,"Hawthorne, NJ","",within an hour,94%,99%,f,https://a0.muscache.com/im/pictures/user/61fc8c32-270f-451f-985c-271186c267a0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/61fc8c32-270f-451f-985c-271186c267a0.jpg?aki_policy=profile_x_medium,Cambridge,790,1735,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,East Cambridge,,42.363747,-71.083374,Entire serviced apartment,Entire home/apt,3,,1 bath,1,,"[""Paid parking off premises"", ""Extra pillows and blankets"", ""Hot water"", ""Dining table"", ""Cooking basics"", ""Body soap"", ""Iron"", ""Toaster"", ""Refrigerator"", ""Cleaning products"", ""Coffee maker"", ""Self check-in"", ""Ethernet connection"", ""Air conditioning"", ""Freezer"", ""Carbon monoxide alarm"", ""Wine glasses"", ""Smoke alarm"", ""Pets allowed"", ""Essentials"", ""Kitchen"", ""Conditioner"", ""Hangers"", ""Paid parking garage on premises"", ""Building staff"", ""Hot water kettle"", ""Hair dryer"", ""Bathtub"", ""Washer"", ""Heating"", ""Elevator"", ""Shower gel"", ""Shampoo"", ""Wifi"", ""Long term stays allowed"", ""Exercise equipment"", ""Dishwasher"", ""TV"", ""Clothing storage"", ""Coffee"", ""Crib - available upon request"", ""Dryer"", ""Oven"", ""Baking sheet"", ""Window guards"", ""Stove"", ""Microwave"", ""Bed linens"", ""Blender"", ""Dishes and silverware""]",,31,1125,31,31,1125,1125,31.0,1125.0,,t,0,0,0,28,2024-06-29,5,0,0,2015-09-27,2018-10-10,5.0,5.0,4.8,5.0,5.0,5.0,4.4,C0281180491,t,6,6,0,0,0.05
8100480,https://www.airbnb.com/rooms/8100480,20240629050152,2024-06-29,city scrape,Mid-Cambridge Apt in Great location,"Discounts available for extended stays!<br /><br />1BR on a lovely street, 2nd floor on back side of the building. short walk to the Central Sq T station, 5 min to bike rental station, 15 minutes walk to Harvard Square. Recently renovated. Cable, internet, laundry in basement, very large porch, and beautiful neighborhood. Non-smoking building, no pets allowed.","Apartment is located between Harvard and Central Squares.  Anything you need can be obtained within a few blocks.  There are lots of restaurants within walking distance, and Davis and Porter Squares are very close by train, and in the opposite direction, the Red Line goes right into Boston.",https://a0.muscache.com/pictures/b579ad2b-cd66-464f-af60-ed02439ab82b.jpg,16907229,https://www.airbnb.com/users/show/16907229,Gina,2014-06-17,"Cambridge, MA","I love to visit new places and travel when I can. I am very interested in history and historical places, live music, and being somewhere convenient to walk places and experience day to day life.",within a day,71%,64%,f,https://a0.muscache.com/im/users/16907229/profile_pic/1403180830/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/16907229/profile_pic/1403180830/original.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Mid-Cambridge,,42.36875,-71.10541,Entire condo,Entire home/apt,1,1.0,1 bath,1,1,"[""Fire extinguisher"", ""Extra pillows and blankets"", ""Hot water"", ""Backyard"", ""TV with Amazon Prime Video, Chromecast, Hulu, Netflix"", ""Iron"", ""Refrigerator"", ""Patio or balcony"", ""Coffee maker"", ""Ethernet connection"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Essentials"", ""Free street parking"", ""Kitchen"", ""Hangers"", ""Hair dryer"", ""Washer"", ""Heating"", ""Shampoo"", ""Wifi"", ""Dryer"", ""Microwave"", ""Bed linens"", ""Dishes and silverware""]",$109.00,31,365,1,31,365,365,30.0,365.0,,t,0,0,0,40,2024-06-29,68,0,0,2015-12-08,2022-10-24,4.87,4.91,4.84,4.94,4.93,4.91,4.81,,f,1,1,0,0,0.65
8129338,https://www.airbnb.com/rooms/8129338,20240629050152,2024-06-29,city scrape,7minute walk to Subway MIT Harvard MGH Boston HULT,"Location, location, location. Close to everything: Boston, MIT, Harvard, Mass General Hospital. Very nice old house with all the commodities. One Bed accommodates one person.","The house is in East Cambridge, 3 blocks away from Boston and the Charles River. You will enjoy great walks and running by the river. Boston is just across the Charles. Friendly family neighborhood with grocery store and mall close by. Logan Airport is 15 minutes away. Enjoy Boston for a third of the price!",https://a0.muscache.com/pictures/8311c875-5d2c-4790-87bb-4991bc3dbe4d.jpg,42927628,https://www.airbnb.com/users/show/42927628,Gema,2015-08-30,"Cambridge, MA","I am a legal Spanish interpreter, love what I do & think Airbnb is really cool. My two cats Amadeus Mozart and Dizzy Gillespie make me smile. Amadeus is white and Dizzy is black.  Love music, ballet and pretty much any artistic expression, and I also love to go to a warm beach for a week during Boston winters.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/ea9dd6f4-c3e9-4ba7-a876-e80a54f4558e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ea9dd6f4-c3e9-4ba7-a876-e80a54f4558e.jpg?aki_policy=profile_x_medium,Cambridge,4,5,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,East Cambridge,,42.36958,-71.08429,Private room in rental unit,Private room,1,2.0,2 shared baths,1,1,"[""Fire extinguisher"", ""Paid parking off premises"", ""Hot water"", ""Cooking basics"", ""Backyard"", ""Iron"", ""First aid kit"", ""Refrigerator"", ""Patio or balcony"", ""Coffee maker"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Essentials"", ""Hangers"", ""TV with standard cable"", ""Host greets you"", ""Lock on bedroom door"", ""Hair dryer"", ""Washer"", ""Heating"", ""Shampoo"", ""Wifi"", ""Dishwasher"", ""Dryer"", ""Oven"", ""Stove"", ""Microwave""]",$135.00,3,90,3,3,1125,1125,3.0,1125.0,,t,7,26,56,328,2024-06-29,275,25,3,2015-09-12,2024-06-15,4.86,4.89,4.77,4.97,4.94,4.91,4.81,C0193080491,f,4,0,4,0,2.57
8151702,https://www.airbnb.com/rooms/8151702,20240629050152,2024-06-29,city scrape,Top flr lux apt near MIT/Harvard,"This sunny corner apartment in a modern  building houses four people comfortably. Both bedrooms have queen beds.   A short walk from Central Sq, Kendall Sq, MIT and Harvard.    Enjoy gourmet kitchen and dining area.","Besides being close to MIT and Harvard along with Central, Kendall and Inman Squares, our building is next to nationally-acclaimed restaurants Bondir (right next door) and Oleana (a block away).",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6ODE1MTcwMg%3D%3D/original/52371c6c-73bc-4534-b0f0-e451ec66dbc6.jpeg,21631889,https://www.airbnb.com/users/show/21631889,Ling Yi,2014-09-22,"Cambridge, MA","Travelling is a passion of mine.   I love to experience new places, new foods and meet new people.   Having lived in Brazil, Japan, Thailand and many years here in the United States I appreciate diverse viewpoints and customs.    Getting helpful insight from friendly locals makes any stay so much richer.

For my day job, I develop multifamily housing.   I am interested in creating living solutions that allow residents to pursue their passions and interests while having a smaller environmental footprint.    To that end, I am involved in a startup that uses architectural robotics to create transformable spaces.

As a father of five, I am a family man.   I appreciate the challenges and joys of travelling with family.    My wife and I took our children down the Silk Road on a 3 week hand carry only trip.   Getting good local advice can be critical to making a stay pleasant and rewarding for every member of the family. ",within a few hours,100%,94%,t,https://a0.muscache.com/im/users/21631889/profile_pic/1411394562/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21631889/profile_pic/1411394562/original.jpg?aki_policy=profile_x_medium,Cambridge,12,30,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,The Port,,42.36763,-71.09655,Entire rental unit,Entire home/apt,4,2.0,2 baths,2,2,"[""Fire extinguisher"", ""Extra pillows and blankets"", ""Hot water"", ""Cooking basics"", ""Smart lock"", ""Iron"", ""First aid kit"", ""Refrigerator"", ""Self check-in"", ""Coffee maker"", ""Ethernet connection"", ""Carbon monoxide alarm"", ""Paid parking on premises"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Essentials"", ""Central air conditioning"", ""Kitchen"", ""Hangers"", ""Hair dryer"", ""Bathtub"", ""Heating"", ""Elevator"", ""Shampoo"", ""Wifi"", ""Long term stays allowed"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Oven"", ""Single level home"", ""Dedicated workspace"", ""Stove"", ""Exterior security cameras on property"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Luggage dropoff allowed"", ""48 inch HDTV"", ""Dishes and silverware""]",$340.00,45,255,45,45,255,255,45.0,255.0,,t,2,9,9,88,2024-06-29,73,1,0,2015-09-11,2023-08-07,4.77,4.86,4.86,4.89,4.81,4.71,4.59,C0194080491,f,11,11,0,0,0.68
8308744,https://www.airbnb.com/rooms/8308744,20240629050152,2024-06-29,city scrape,"Private room and bath, walk to Harvard & MIT","Sunny bedroom with private bathroom and private stairway in a charming Cambridge location. The room has its own mini-fridge and electric kettle for tea/coffee, but you also have access to the household kitchen. This is an easy walk to public transportation, the Charles river and major universities. Parking available in driveway. About 7 minutes walk to the T. Bikes on loan nearby.","It's peaceful and safe. Very convenient as well. Our favorite restaurants within easy walking distance: Pagu (a tad pricey but good), Shanghai Fresh, Viale, Life Alive (vegetarian), Moody's Falafel (an unassuming looking place, but excellent falafel).",https://a0.muscache.com/pictures/93201edf-33e9-4f7a-9c08-d51e28789e28.jpg,43805765,https://www.airbnb.com/users/show/43805765,Ruma,2015-09-09,"Cambridge, MA","I teach 7th and 8th graders at an independent school in the Boston area. I have two daughters, both in college. I travel a good deal in the summers. ",within a few hours,100%,84%,t,https://a0.muscache.com/im/pictures/user/3c1f8740-ebe8-4b09-ad23-54f650569d75.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3c1f8740-ebe8-4b09-ad23-54f650569d75.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,Neighborhood highlights,Cambridgeport,,42.36307,-71.11065,Private room in home,Private room,2,1.0,1 private bath,1,1,"[""Hot water"", ""Cooking basics"", ""Backyard"", ""Iron"", ""First aid kit"", ""Refrigerator"", ""Self check-in"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Window AC unit"", ""Smoke alarm"", ""Pets allowed"", ""Essentials"", ""Kitchen"", ""Conditioner"", ""Hangers"", ""Hair dryer"", ""Washer"", ""Heating"", ""Shampoo"", ""Wifi"", ""Dishwasher"", ""Lockbox"", ""Dryer"", ""Oven"", ""Dedicated workspace"", ""Stove"", ""Microwave"", ""Dishes and silverware""]",$110.00,3,1125,1,3,1125,1125,3.0,1125.0,,t,0,0,6,218,2024-06-29,139,24,2,2016-05-30,2024-06-12,4.99,4.99,4.97,5.0,5.0,4.91,4.93,,f,1,0,1,0,1.41
8482368,https://www.airbnb.com/rooms/8482368,20240629050152,2024-06-29,city scrape,Beautiful oasis on Cambridge border,"Lovely, large,  2 bedroom, 2 bath home with stunning modern addition, 10 minutes from Harvard Square by car or bus, comes with an adorable cat for your playing pleasure.  Calm atmosphere with comfortable living room, TV room, fenced-in backyard.","I live on a rotary on large boulevard across from Cambridge.  Harvard Square is 2.6 miles from the house, (~10 minutes by car, 15 by bus) and the bus stop is steps away. You can also easily take public transportation from Harvard Square or Belmont Center or drive to downtown Boston (about 20 minutes).  Fall is an ideal time to visit New England and you will be 15 to 20 minutes away from Walden Pond in Lincoln and the many historical sights in Concord.  (Bring your bikes for some excellent riding either straight from the house or in Concord/Lincoln.)  Numerous beaches, apple-picking and mountain-climbing are about an hour away.  Belmont also has a number of nature preserves should you wish to take some local hikes.  Fresh Pond, a local wooded reservoir, is a favorite exercise spot with a 3 mile loop from the house.  Next to Fresh Pond (a 10 minute walk) is a 9-hole golf course.  There are several excellent restaurants within walking distance.  Guests will be provided with a guidebook, i",https://a0.muscache.com/pictures/108666223/a8ad09b7_original.jpg,44673331,https://www.airbnb.com/users/show/44673331,Joyce,2015-09-20,"Belmont, MA","I am a vivacious, retired lawyer passionate about gardening, travel, social justice and exercise (hiking, biking, kayaking and yes, the gym).  I share my house with an adorable, cuddly cat named Caleb. Manhattan born and bred, I have striven to make my home a country-like oasis in a suburban environment. As a host, I seek to provide my guests with a comfortable, calm, luxurious base from which to work/play.  ",N/A,N/A,0%,f,https://a0.muscache.com/im/users/44673331/profile_pic/1443123556/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/44673331/profile_pic/1443123556/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Strawberry Hill,,42.38557,-71.15974,Entire home,Entire home/apt,4,2.0,2 baths,2,2,"[""Air conditioning"", ""TV with standard cable"", ""Fire extinguisher"", ""Kitchen"", ""Hot water"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Washer"", ""Dryer"", ""Heating"", ""Free parking on premises"", ""Iron"", ""Smart lock"", ""Smoke alarm"", ""Essentials"", ""Free street parking"", ""Shampoo"", ""Wifi"", ""Self check-in"", ""Hangers""]",$225.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,5,95,2024-06-29,16,0,0,2015-10-24,2019-07-28,4.88,4.75,4.5,4.93,4.93,4.8,4.93,,f,1,1,0,0,0.15
8758789,https://www.airbnb.com/rooms/8758789,20240629050152,2024-06-29,city scrape,Newly renovated apt. Free parking for 2 cars,"Between Harvard and MIT. Free 2 car parking for your convenience. A beautiful park across the street. Within walking distance to Cambridge’s Kendall, Central, and Inman Squares.  Within a short walk  there are award winning restaurants, museums, community theater and a brewery.We provide a very easy No contact check in and out. Public transportation is provided by the MBTA Red Line at our corner. Plus Ubers and Lyfts available.","That there is a beautiful park across the street and amazing restaurants all within walking distance. Shopping, colleges,  cannabis dispensaries ( ask for recommendations) museums and night life all within walking distance.",https://a0.muscache.com/pictures/3878970c-bbf0-4711-955e-2dde7f89cab3.jpg,22020193,https://www.airbnb.com/users/show/22020193,Sharon,2014-10-01,"Cambridge, MA",I've been in real estate for over 40 yrs. I've been enjoying helping fulfill people's vacation and travel plans outside the typical corporate structure.   ,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/c1e2615e-1367-450e-8757-09f66ec06176.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c1e2615e-1367-450e-8757-09f66ec06176.jpg?aki_policy=profile_x_medium,,1,9,"['email', 'phone']",t,t,Neighborhood highlights,The Port,,42.36868,-71.09875,Entire rental unit,Entire home/apt,8,1.5,1.5 baths,3,4,"[""Fire extinguisher"", ""Extra pillows and blankets"", ""Hot water"", ""Dining table"", ""Cooking basics"", ""Coffee maker: drip coffee maker"", ""Laundromat nearby"", ""Toaster"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Cleaning products"", ""Self check-in"", ""Carbon monoxide alarm"", ""In the bath tub liquid  body soap"", ""Wine glasses"", ""Window AC unit"", ""Keypad"", ""Smoke alarm"", ""Essentials"", ""Free street parking"", ""Kitchen"", ""Hangers"", ""52 inch HDTV with standard cable"", ""GE electric stove"", ""Park view"", ""Hot water kettle"", ""Bathtub"", ""Central heating"", ""Clothing storage: closet and dresser"", ""Shower gel"", ""Shampoo"", ""Wifi"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Oven"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Free driveway parking on premises \u2013 2 spaces"", ""Private entrance"", ""Dishes and silverware""]",$389.00,1,30,1,1,30,30,1.0,30.0,,t,7,15,32,280,2024-06-29,620,50,5,2015-10-20,2024-06-28,4.46,4.64,4.44,4.8,4.73,4.82,4.46,C0180120491,f,1,1,0,0,5.86
8792738,https://www.airbnb.com/rooms/8792738,20240629050152,2024-06-29,previous scrape,Spacious Two Bedroom Suite near Harvard University,"Conveniently located near the Harvard Law School, between Harvard and Porter Square. A 10-minute walk either way to the subway(T). Lots of nearby restaurants and stores on Mass Ave. Our neighborhood is quiet with friendly neighbors.",A quiet street near the Harvard Law School and Science area. A short walk to restaurants and shops. Nearby parks and a children's playground.,https://a0.muscache.com/pictures/miso/Hosting-8792738/original/7bdf1717-6e66-42f9-a9cc-51f5069d6c73.jpeg,46078639,https://www.airbnb.com/users/show/46078639,George,2015-10-08,"Cambridge, MA","My wife and I haved lived in our home for more than 35 years.  We both work in the nonprofit sector. Mary led an organization working on health and education partnerships in South Africa. I've worked with philanthropic and nonprofit sorganizations. Currently I consult with nonprofits to provide guidance on conducting nonpartisan voter engagement activities to encourage their communities to vote.  
We have two grown children and four grandchildren. We both originally came from the Midwest.

The third floor is not used What's available is one main bedroom, a bedroom with twin beds a living room with sitting space and its own TV, and bathroom.  We are looking for visitors that are here for at least 3 days to a week, independent and have their own schedule. Our home life is generally private. 

We often work at home during the day and are generally around in the evenings except on weekends",within a day,100%,71%,t,https://a0.muscache.com/im/users/46078639/profile_pic/1444319501/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/46078639/profile_pic/1444319501/original.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Agassiz,,42.38167,-71.11721,Private room in guest suite,Private room,3,,1 private bath,2,,"[""Fire extinguisher"", ""Extra pillows and blankets"", ""Hot water"", ""Room-darkening shades"", ""Laundromat nearby"", ""Iron"", ""First aid kit"", ""Toaster"", ""Refrigerator"", ""Cleaning products"", ""44 inch HDTV with Amazon Prime Video, Fire TV, Netflix"", ""Freezer"", ""Private backyard"", ""Carbon monoxide alarm"", ""Paid dryer"", ""Wine glasses"", ""Free parking on premises"", ""Window AC unit"", ""Smoke alarm"", ""Essentials"", ""Free street parking"", ""Conditioner"", ""Hangers"", ""Hot water kettle"", ""Portable fans"", ""Hair dryer"", ""Bathtub"", ""Paid washer"", ""Clothing storage: closet and dresser"", ""Central heating"", ""Mini fridge"", ""Private patio or balcony"", ""Shampoo"", ""Wifi"", ""Liquid soap body soap"", ""Coffee maker: Keurig coffee machine"", ""Coffee"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Microwave"", ""Bed linens"", ""Luggage dropoff allowed"", ""Private entrance"", ""Dishes and silverware""]",,5,29,5,5,29,29,5.0,29.0,,t,0,0,0,0,2024-06-29,52,25,2,2017-03-18,2024-06-10,4.9,4.87,4.96,4.94,4.88,4.92,4.9,Cambridge 152602,f,1,0,1,0,0.59
8866753,https://www.airbnb.com/rooms/8866753,20240629050152,2024-06-29,previous scrape,Lovely room: walk to  Harvard Square with parking,"It's a short walk to Central and Harvard Square. The room is lovely and quiet with high ceilings, two windows, wood floors, and a comfortable queen sized bed. There is a bureau, two chairs, and mirrors. The full bath is shared with myself and my daughter. There is a closet with hangers for your clothing and two of the bureau drawers are empty and available for you. There is an electric kettle, tea and water in your room as well as a few snacks. Your towels are in a basket in your closet.","Our neighborhood has a tantalizing group of eclectic  restaurants of all kinds and many places to have coffee. I have a guest book with menus and maps. The famous Plough and Stars pub is on the corner of Mass Ave and Hancock and they have live music most evenings. Improv Boston is just a few blocks away in Central Square. You can take the train downtown to Park Street to find the nearest theater, or go the Kendall Cinema in Kendall Square.<br />We are within walking distance of the beautiful recently renovated Harvard Art Museum as well as the Peabody Natural History Museum. If you love bookstores the Harvard Bookstore on Mass Ave is a treat as well as the tiny Grolier Bookstore which has only poetry, a Cambridge classic.<br />The Lizard Lounge just outside of Harvard Square is well known for its poetry slams on Sunday nights. Passim in Harvard Square is another local favorite if you want to hear folk music. The ART theater has two locations, one in Harvard Square for their main theatr",https://a0.muscache.com/pictures/9f0d9462-479b-4870-92d7-42f2e9b432fd.jpg,33317063,https://www.airbnb.com/users/show/33317063,Hilary,2015-05-13,"Cambridge, MA","I am an actress and improv performer, teacher, writer, mother and dog lover. I love yoga and improv and  I am a vegetarian. I spqeak French relatively fluently and I love to travel. I practice meditation qqand I believe in the connectedness of all living beings. ",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/10cd142a-f268-4042-bf94-2bb99a5639ca.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/10cd142a-f268-4042-bf94-2bb99a5639ca.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone']",t,f,Neighborhood highlights,Riverside,,42.36803,-71.1093,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Air conditioning"", ""Fire extinguisher"", ""Host greets you"", ""Hot water"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Heating"", ""Iron"", ""Smoke alarm"", ""First aid kit"", ""Essentials"", ""Shower gel"", ""Free street parking"", ""Shampoo"", ""Wifi"", ""Hangers""]",,2,7,2,2,7,7,2.0,7.0,,t,0,0,0,0,2024-06-29,223,0,0,2015-10-19,2020-03-15,4.89,4.93,4.94,4.94,4.96,4.96,4.9,C0184380491,f,1,0,1,0,2.11
8988749,https://www.airbnb.com/rooms/8988749,20240629050152,2024-06-29,city scrape,Private bedroom/office in Cambridge,"Cozy bedroom in Cambridge MA's historic Cambridgeport neighborhood. Large desk and single bed make this room a perfect spot for traveling scholars, artists, writers etc., Walking distance to MIT, Harvard, BU, BC. Shared bathroom and kitchen.",,https://a0.muscache.com/pictures/71a1e701-1e2f-4012-adc5-fe6b420ec80b.jpg,44173387,https://www.airbnb.com/users/show/44173387,Jonah,2015-09-14,"Cambridge, MA","",N/A,N/A,0%,f,https://a0.muscache.com/im/users/44173387/profile_pic/1442582630/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/44173387/profile_pic/1442582630/original.jpg?aki_policy=profile_x_medium,Cambridge,2,2,"['email', 'phone']",t,t,,Cambridgeport,,42.35844,-71.1092,Private room in rental unit,Private room,1,1.0,1 bath,1,1,"[""Fire extinguisher"", ""Kitchen"", ""Lock on bedroom door"", ""Breakfast"", ""Carbon monoxide alarm"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Shampoo"", ""Wifi""]",$110.00,91,1125,91,91,1125,1125,91.0,1125.0,,t,30,60,90,365,2024-06-29,9,0,0,2016-02-14,2019-11-10,4.89,4.89,5.0,4.89,5.0,4.67,4.89,,f,1,0,1,0,0.09
